session_id,user_id,group,session_start,session_length,watched,watch_completion,clicks_before_watch,device_type,content_type,genre,time_of_day,bounce_reason
1382,392,B,2024-03-07 20:00:00,17.69,1,1,1,Laptop,Series,Horror,Evening,
1383,496,B,2024-01-11 22:00:00,12.76,1,0,0,Mobile,Series,Sci-Fi,Night,
1384,531,B,2024-02-29 19:00:00,16.52,1,1,3,Laptop,Movie,Comedy,Evening,
1385,22,B,2024-03-08 14:00:00,17.36,1,1,2,Mobile,Series,Thriller,Afternoon,
1386,596,B,2024-02-07 02:00:00,18.91,1,1,2,TV,Series,Sci-Fi,Morning,
1387,93,B,2024-01-01 00:00:00,20.03,1,1,0,Laptop,Movie,Drama,Morning,
1388,253,B,2024-02-06 01:00:00,16.05,1,1,1,TV,Movie,Comedy,Morning,
1389,539,A,2024-03-04 04:00:00,19.86,1,0,3,Mobile,Movie,Sci-Fi,Morning,
1390,720,A,2024-02-20 08:00:00,10.61,1,0,2,Mobile,Movie,Action,Morning,
1391,541,A,2024-01-29 01:00:00,13.25,0,0,3,TV,Movie,Thriller,Morning,Preview Too Short
1392,958,B,2024-03-25 08:00:00,21.26,1,1,3,Mobile,Series,Horror,Morning,
1393,748,B,2024-03-12 06:00:00,8.4,1,1,4,Mobile,Movie,Sci-Fi,Morning,
1394,809,B,2024-02-06 20:00:00,14.32,0,0,2,Mobile,Series,Drama,Evening,UI Confusion
1395,201,A,2024-02-18 16:00:00,16.39,1,1,4,Mobile,Series,Action,Afternoon,
1396,195,B,2024-02-08 19:00:00,8.14,1,1,2,Laptop,Series,Action,Evening,
1397,77,B,2024-02-28 05:00:00,21.19,1,1,2,TV,Movie,Horror,Morning,
1398,737,B,2024-01-28 06:00:00,11.45,1,0,3,Mobile,Series,Drama,Morning,
1399,933,A,2024-01-28 03:00:00,20.9,1,0,1,TV,Series,Drama,Morning,
1400,899,B,2024-03-24 16:00:00,11.95,1,0,0,TV,Movie,Drama,Afternoon,
1401,588,A,2024-03-25 05:00:00,9.53,1,1,1,Mobile,Movie,Drama,Morning,
1402,107,A,2024-03-17 17:00:00,14.72,1,0,0,Mobile,Movie,Comedy,Evening,
1403,413,A,2024-01-04 00:00:00,7.21,0,0,2,Laptop,Movie,Sci-Fi,Morning,Playback Error
1404,397,B,2024-01-07 17:00:00,11.39,1,1,1,Mobile,Movie,Thriller,Evening,
1405,179,B,2024-01-23 17:00:00,11.79,1,0,0,Laptop,Movie,Thriller,Evening,
1406,790,A,2024-02-01 07:00:00,10.05,1,0,4,Mobile,Movie,Comedy,Morning,
1407,788,B,2024-03-13 02:00:00,10.0,0,0,2,Laptop,Series,Comedy,Morning,Preview Too Short
1408,171,B,2024-03-06 05:00:00,15.66,1,1,0,Mobile,Series,Comedy,Morning,
1409,673,A,2024-01-30 09:00:00,6.27,1,1,0,Laptop,Movie,Sci-Fi,Morning,
1410,7,A,2024-01-25 01:00:00,13.59,1,0,2,Mobile,Series,Thriller,Morning,
1411,10,B,2024-03-02 20:00:00,10.43,1,1,2,TV,Series,Action,Evening,
1412,844,A,2024-01-15 05:00:00,6.44,0,0,2,Mobile,Movie,Comedy,Morning,Playback Error
1413,300,B,2024-03-03 10:00:00,18.32,0,0,1,Mobile,Movie,Action,Morning,Playback Error
1414,39,B,2024-03-18 12:00:00,16.77,1,1,3,Mobile,Movie,Sci-Fi,Afternoon,
1415,985,A,2024-03-03 12:00:00,14.16,1,0,2,Laptop,Movie,Sci-Fi,Afternoon,
1416,761,A,2024-03-18 06:00:00,10.71,1,1,3,Mobile,Movie,Action,Morning,
1417,600,A,2024-02-22 21:00:00,18.99,1,1,1,Mobile,Series,Comedy,Night,
1418,990,B,2024-01-16 15:00:00,17.83,1,0,1,TV,Movie,Drama,Afternoon,
1419,540,B,2024-02-13 18:00:00,18.21,1,0,0,TV,Movie,Action,Evening,
1420,536,B,2024-02-29 03:00:00,12.11,1,0,1,TV,Series,Drama,Morning,
1421,892,B,2024-03-25 19:00:00,16.67,1,0,3,TV,Movie,Sci-Fi,Evening,
1422,732,A,2024-01-29 00:00:00,9.08,0,0,2,TV,Series,Action,Morning,Playback Error
1423,978,A,2024-02-03 05:00:00,9.31,0,0,4,Mobile,Series,Sci-Fi,Morning,No Interest
1424,364,B,2024-03-15 17:00:00,16.25,1,0,1,Mobile,Movie,Sci-Fi,Evening,
1425,970,B,2024-03-22 08:00:00,15.86,0,0,0,Mobile,Movie,Sci-Fi,Morning,Playback Error
1426,681,A,2024-02-21 16:00:00,16.86,0,0,5,TV,Movie,Comedy,Afternoon,Playback Error
1427,723,A,2024-01-12 20:00:00,12.98,1,1,1,Mobile,Series,Horror,Evening,
1428,301,B,2024-02-09 13:00:00,20.54,1,0,0,Mobile,Movie,Thriller,Afternoon,
1429,764,B,2024-02-15 12:00:00,16.14,1,1,2,Mobile,Series,Horror,Afternoon,
1430,740,A,2024-02-05 19:00:00,9.98,1,1,4,Mobile,Movie,Action,Evening,
1431,801,A,2024-03-05 14:00:00,13.23,1,1,0,Mobile,Series,Horror,Afternoon,
1432,803,A,2024-02-25 11:00:00,17.12,1,1,2,Laptop,Series,Horror,Morning,
1433,817,B,2024-01-10 02:00:00,12.57,1,1,0,Mobile,Movie,Action,Morning,
1434,478,B,2024-01-13 15:00:00,14.52,1,1,1,TV,Movie,Drama,Afternoon,
1435,912,A,2024-02-16 21:00:00,8.09,0,0,5,Mobile,Series,Horror,Night,Playback Error
1436,693,A,2024-02-03 16:00:00,10.63,1,0,0,Mobile,Movie,Comedy,Afternoon,
1437,823,B,2024-03-11 14:00:00,16.37,1,1,2,Mobile,Series,Sci-Fi,Afternoon,
1438,323,A,2024-03-30 22:00:00,8.61,1,0,0,Laptop,Movie,Sci-Fi,Night,
1439,706,B,2024-01-11 18:00:00,5.0,1,1,0,Mobile,Movie,Drama,Evening,
1440,75,B,2024-03-26 01:00:00,13.49,1,0,1,Laptop,Series,Comedy,Morning,
1441,239,B,2024-01-15 09:00:00,16.32,1,1,1,Mobile,Series,Horror,Morning,
1442,439,A,2024-03-18 13:00:00,11.93,0,0,3,Laptop,Series,Sci-Fi,Afternoon,No Interest
1443,296,B,2024-03-04 21:00:00,18.46,1,1,1,Mobile,Movie,Action,Night,
1444,589,A,2024-02-27 19:00:00,10.4,1,0,2,Mobile,Movie,Comedy,Evening,
1445,130,B,2024-02-03 11:00:00,7.5,0,0,1,TV,Series,Sci-Fi,Morning,Preview Too Short
1446,255,B,2024-01-29 02:00:00,17.98,0,0,5,Laptop,Movie,Horror,Morning,Preview Too Short
1447,501,B,2024-01-22 13:00:00,17.76,0,0,1,Mobile,Movie,Sci-Fi,Afternoon,Preview Too Short
1448,545,A,2024-01-26 02:00:00,8.48,1,0,2,TV,Series,Drama,Morning,
1449,959,A,2024-03-18 09:00:00,17.17,0,0,3,Laptop,Movie,Sci-Fi,Morning,UI Confusion
1450,711,A,2024-02-20 04:00:00,11.38,1,1,2,Mobile,Movie,Action,Morning,
1451,937,B,2024-01-09 01:00:00,15.28,1,1,3,Mobile,Movie,Sci-Fi,Morning,
1452,866,B,2024-03-09 09:00:00,17.99,1,1,1,TV,Movie,Horror,Morning,
1453,198,A,2024-03-22 22:00:00,5.0,1,0,0,TV,Series,Drama,Night,
1454,687,A,2024-01-22 02:00:00,13.87,1,1,0,Mobile,Movie,Thriller,Morning,
1455,529,B,2024-03-28 07:00:00,19.07,1,1,4,Mobile,Movie,Comedy,Morning,
1456,501,A,2024-02-11 13:00:00,7.91,0,0,1,Mobile,Movie,Comedy,Afternoon,Playback Error
1457,795,B,2024-03-24 07:00:00,12.64,1,0,1,Mobile,Series,Thriller,Morning,
1458,146,A,2024-03-15 13:00:00,7.73,0,0,1,Mobile,Movie,Thriller,Afternoon,No Interest
1459,815,B,2024-03-02 21:00:00,15.75,1,1,1,Mobile,Movie,Drama,Night,
1460,349,B,2024-03-13 16:00:00,14.46,1,0,3,Laptop,Series,Action,Afternoon,
1461,751,B,2024-01-15 07:00:00,6.95,1,1,3,Mobile,Movie,Thriller,Morning,
1462,256,A,2024-02-11 14:00:00,13.12,1,1,6,TV,Movie,Action,Afternoon,
1463,452,A,2024-02-17 07:00:00,8.12,1,0,2,Mobile,Series,Horror,Morning,
1464,152,B,2024-03-10 18:00:00,17.4,0,0,1,Mobile,Series,Thriller,Evening,Playback Error
1465,589,A,2024-03-11 09:00:00,18.37,0,0,2,TV,Movie,Thriller,Morning,Playback Error
1466,600,B,2024-02-18 00:00:00,18.26,1,1,1,Mobile,Movie,Horror,Morning,
1467,334,B,2024-02-26 14:00:00,16.69,1,1,3,Mobile,Series,Comedy,Afternoon,
1468,191,B,2024-03-30 18:00:00,16.19,1,0,2,Laptop,Series,Sci-Fi,Evening,
1469,987,B,2024-01-13 06:00:00,13.94,1,1,0,Laptop,Series,Horror,Morning,
1470,907,B,2024-02-19 10:00:00,14.66,1,0,2,Mobile,Series,Drama,Morning,
1471,241,A,2024-01-10 05:00:00,15.24,1,1,1,Laptop,Series,Thriller,Morning,
1472,200,A,2024-03-19 04:00:00,12.05,1,1,2,TV,Series,Thriller,Morning,
1473,59,B,2024-03-25 11:00:00,9.58,0,0,1,Mobile,Movie,Drama,Morning,Playback Error
1474,929,A,2024-03-02 05:00:00,14.14,1,0,2,Mobile,Series,Comedy,Morning,
1475,402,B,2024-03-12 17:00:00,12.78,1,1,3,Mobile,Series,Action,Evening,
1476,239,A,2024-02-14 16:00:00,8.36,1,1,5,Laptop,Series,Comedy,Afternoon,
1477,123,A,2024-03-14 03:00:00,10.37,0,0,1,TV,Series,Action,Morning,Preview Too Short
1478,910,A,2024-01-04 00:00:00,15.16,1,0,2,Mobile,Series,Sci-Fi,Morning,
1479,718,B,2024-01-06 07:00:00,26.97,0,0,1,TV,Series,Comedy,Morning,UI Confusion
1480,919,B,2024-03-24 11:00:00,20.64,1,1,1,Laptop,Movie,Comedy,Morning,
1481,55,B,2024-02-28 17:00:00,12.38,0,0,1,Mobile,Movie,Sci-Fi,Evening,No Interest
1482,754,A,2024-02-23 14:00:00,6.75,1,1,0,Mobile,Movie,Drama,Afternoon,
1483,949,B,2024-01-08 14:00:00,14.26,0,0,1,Laptop,Movie,Thriller,Afternoon,Preview Too Short
1484,347,B,2024-02-01 18:00:00,14.77,1,1,1,Mobile,Movie,Horror,Evening,
1485,986,B,2024-01-16 20:00:00,10.77,1,1,3,TV,Series,Action,Evening,
1486,141,B,2024-02-29 19:00:00,15.11,1,1,2,TV,Series,Action,Evening,
1487,75,B,2024-03-22 20:00:00,14.05,1,0,1,Mobile,Series,Sci-Fi,Evening,
1488,298,A,2024-01-29 16:00:00,21.42,1,0,0,TV,Series,Thriller,Afternoon,
1489,690,B,2024-02-12 08:00:00,12.64,1,1,1,Laptop,Series,Sci-Fi,Morning,
1490,19,B,2024-01-15 10:00:00,9.77,1,0,5,Mobile,Movie,Drama,Morning,
1491,676,A,2024-03-22 07:00:00,13.02,1,0,2,Laptop,Movie,Comedy,Morning,
1492,287,A,2024-01-04 03:00:00,19.57,1,1,0,TV,Movie,Action,Morning,
1493,915,B,2024-02-17 04:00:00,16.69,0,0,1,Mobile,Movie,Comedy,Morning,Preview Too Short
1494,932,B,2024-03-12 21:00:00,17.31,1,0,2,Mobile,Series,Sci-Fi,Night,
1495,219,B,2024-02-06 06:00:00,12.01,0,0,2,TV,Movie,Horror,Morning,No Interest
1496,31,A,2024-03-08 14:00:00,19.53,0,0,1,Mobile,Movie,Sci-Fi,Afternoon,No Interest
1497,887,B,2024-03-30 02:00:00,13.84,1,1,1,Laptop,Movie,Horror,Morning,
1498,796,A,2024-01-10 05:00:00,13.02,1,0,1,Mobile,Series,Sci-Fi,Morning,
1499,464,A,2024-02-27 01:00:00,12.05,0,0,1,Laptop,Series,Action,Morning,Playback Error
1500,966,A,2024-01-19 16:00:00,6.95,1,1,1,TV,Movie,Drama,Afternoon,
1501,510,B,2024-02-16 14:00:00,14.5,1,1,2,Mobile,Series,Thriller,Afternoon,
1502,521,A,2024-03-28 06:00:00,14.03,0,0,1,Mobile,Movie,Sci-Fi,Morning,Playback Error
1503,857,B,2024-02-22 23:00:00,13.13,1,0,0,TV,Series,Comedy,Night,
1504,430,B,2024-01-06 06:00:00,12.68,1,1,1,Mobile,Movie,Drama,Morning,
1505,561,B,2024-01-15 14:00:00,19.24,1,0,2,TV,Series,Thriller,Afternoon,
1506,27,A,2024-03-11 06:00:00,10.66,1,0,3,Mobile,Movie,Thriller,Morning,
1507,297,B,2024-01-24 04:00:00,18.79,1,0,1,Mobile,Series,Comedy,Morning,
1508,682,B,2024-03-17 20:00:00,15.41,1,1,3,Mobile,Series,Action,Evening,
1509,415,A,2024-01-31 02:00:00,10.06,0,0,6,Laptop,Movie,Horror,Morning,UI Confusion
1510,72,B,2024-03-14 04:00:00,12.99,1,1,1,Mobile,Movie,Thriller,Morning,
1511,347,A,2024-01-09 17:00:00,11.3,0,0,5,Mobile,Movie,Sci-Fi,Evening,Playback Error
1512,834,B,2024-03-07 03:00:00,11.1,1,1,0,TV,Movie,Comedy,Morning,
1513,561,B,2024-03-26 13:00:00,5.0,0,0,0,TV,Movie,Horror,Afternoon,Preview Too Short
1514,823,B,2024-02-17 06:00:00,14.95,1,1,2,Mobile,Movie,Drama,Morning,
1515,585,B,2024-01-13 20:00:00,19.4,0,0,2,Laptop,Series,Thriller,Evening,Playback Error
1516,961,A,2024-02-15 12:00:00,13.8,1,0,3,Mobile,Series,Comedy,Afternoon,
1517,571,A,2024-02-17 18:00:00,24.86,0,0,0,Mobile,Series,Horror,Evening,UI Confusion
1518,913,B,2024-01-07 04:00:00,10.5,1,1,4,Mobile,Movie,Action,Morning,
1519,474,A,2024-02-09 10:00:00,7.29,1,1,1,Mobile,Movie,Drama,Morning,
1520,220,A,2024-03-27 00:00:00,13.13,1,1,1,Mobile,Movie,Drama,Morning,
1521,649,A,2024-02-14 08:00:00,8.41,1,0,4,TV,Movie,Thriller,Morning,
1522,37,A,2024-03-29 07:00:00,16.95,1,0,0,Mobile,Movie,Sci-Fi,Morning,
1523,930,A,2024-03-09 12:00:00,15.87,1,1,2,Mobile,Movie,Drama,Afternoon,
1524,860,B,2024-03-30 14:00:00,8.49,1,1,2,Laptop,Series,Sci-Fi,Afternoon,
1525,462,B,2024-02-25 06:00:00,13.05,1,1,2,Mobile,Series,Sci-Fi,Morning,
1526,873,B,2024-03-26 14:00:00,9.14,1,0,5,Mobile,Movie,Thriller,Afternoon,
1527,180,A,2024-03-03 15:00:00,14.59,1,1,3,Mobile,Series,Thriller,Afternoon,
1528,163,B,2024-01-03 18:00:00,19.84,1,1,1,TV,Series,Horror,Evening,
1529,379,A,2024-01-13 11:00:00,6.66,1,0,3,TV,Movie,Horror,Morning,
1530,547,B,2024-02-17 18:00:00,21.39,0,0,2,Mobile,Series,Sci-Fi,Evening,No Interest
1531,879,B,2024-02-01 09:00:00,16.64,1,1,1,Laptop,Movie,Thriller,Morning,
1532,594,B,2024-01-08 22:00:00,10.45,0,0,1,Mobile,Series,Action,Night,No Interest
1533,491,A,2024-03-03 08:00:00,18.16,1,1,1,Mobile,Series,Comedy,Morning,
1534,973,B,2024-01-31 00:00:00,15.75,1,1,2,Mobile,Movie,Sci-Fi,Morning,
1535,461,A,2024-03-28 07:00:00,9.68,1,1,0,Mobile,Movie,Horror,Morning,
1536,657,A,2024-01-05 15:00:00,12.51,1,0,4,TV,Movie,Drama,Afternoon,
1537,287,B,2024-02-25 23:00:00,14.07,1,0,2,Mobile,Movie,Comedy,Night,
1538,770,B,2024-02-18 10:00:00,17.54,1,1,3,TV,Series,Thriller,Morning,
1539,590,B,2024-03-27 04:00:00,14.87,1,1,4,TV,Series,Sci-Fi,Morning,
1540,992,B,2024-03-10 17:00:00,7.58,1,1,1,Mobile,Series,Comedy,Evening,
1541,740,B,2024-01-01 15:00:00,10.06,0,0,0,Mobile,Series,Drama,Afternoon,UI Confusion
1542,1,A,2024-02-05 22:00:00,7.09,1,1,1,Mobile,Movie,Comedy,Night,
1543,516,A,2024-03-22 13:00:00,18.39,0,0,1,Laptop,Movie,Horror,Afternoon,Playback Error
1544,403,B,2024-03-09 21:00:00,11.34,1,1,2,Mobile,Series,Horror,Night,
1545,540,A,2024-02-16 20:00:00,6.36,1,0,3,Mobile,Series,Comedy,Evening,
1546,596,B,2024-01-17 08:00:00,5.0,0,0,0,TV,Series,Comedy,Morning,No Interest
1547,887,A,2024-02-22 07:00:00,10.15,0,0,2,Mobile,Series,Drama,Morning,Playback Error
1548,892,B,2024-01-17 11:00:00,5.0,1,1,3,Mobile,Series,Sci-Fi,Morning,
1549,52,B,2024-02-24 23:00:00,6.56,1,0,1,Mobile,Movie,Horror,Night,
1550,26,A,2024-01-02 22:00:00,8.53,0,0,2,TV,Movie,Thriller,Night,No Interest
1551,687,A,2024-03-21 15:00:00,8.91,0,0,2,Laptop,Series,Horror,Afternoon,Playback Error
1552,8,B,2024-03-23 22:00:00,14.93,1,1,0,Mobile,Series,Thriller,Night,
1553,643,A,2024-02-10 20:00:00,10.45,1,0,1,Mobile,Movie,Horror,Evening,
1554,4,B,2024-02-06 23:00:00,17.56,1,0,2,TV,Series,Sci-Fi,Night,
1555,211,A,2024-01-11 01:00:00,16.57,1,1,3,Mobile,Series,Horror,Morning,
1556,53,B,2024-01-19 07:00:00,11.89,1,1,2,TV,Movie,Horror,Morning,
1557,251,A,2024-03-23 05:00:00,17.85,1,0,2,Mobile,Series,Horror,Morning,
1558,109,B,2024-02-10 10:00:00,15.46,1,0,0,Mobile,Series,Action,Morning,
1559,517,B,2024-02-17 09:00:00,14.98,1,1,4,Mobile,Movie,Drama,Morning,
1560,911,A,2024-03-23 05:00:00,8.25,0,0,2,Mobile,Series,Drama,Morning,No Interest
1561,469,A,2024-01-13 13:00:00,12.03,1,0,3,Mobile,Series,Comedy,Afternoon,
1562,699,B,2024-02-22 02:00:00,9.0,1,1,1,Mobile,Series,Sci-Fi,Morning,
1563,630,A,2024-02-20 16:00:00,11.45,0,0,4,Mobile,Movie,Action,Afternoon,UI Confusion
1564,898,B,2024-03-23 07:00:00,10.66,0,0,3,Laptop,Movie,Thriller,Morning,Preview Too Short
1565,900,A,2024-01-27 19:00:00,15.36,1,1,2,Mobile,Series,Thriller,Evening,
1566,966,A,2024-01-04 06:00:00,9.55,0,0,1,Mobile,Movie,Drama,Morning,UI Confusion
1567,492,B,2024-02-14 23:00:00,20.29,1,1,0,TV,Series,Action,Night,
1568,523,A,2024-01-10 18:00:00,18.18,0,0,1,Mobile,Series,Sci-Fi,Evening,Preview Too Short
1569,538,A,2024-03-20 12:00:00,17.93,0,0,3,TV,Movie,Drama,Afternoon,UI Confusion
1570,684,B,2024-02-05 03:00:00,17.75,1,1,2,Mobile,Movie,Horror,Morning,
1571,571,B,2024-01-22 02:00:00,14.4,0,0,1,Mobile,Movie,Action,Morning,Preview Too Short
1572,731,B,2024-01-22 22:00:00,16.42,1,0,1,Mobile,Series,Comedy,Night,
1573,145,B,2024-02-25 08:00:00,10.1,0,0,1,Mobile,Movie,Sci-Fi,Morning,Preview Too Short
1574,872,A,2024-03-06 18:00:00,15.03,1,1,1,Mobile,Series,Action,Evening,
1575,992,B,2024-01-02 18:00:00,12.27,1,0,2,Laptop,Movie,Comedy,Evening,
1576,528,B,2024-01-22 07:00:00,11.72,1,0,2,Mobile,Movie,Thriller,Morning,
1577,551,A,2024-01-16 18:00:00,5.0,1,1,3,TV,Series,Sci-Fi,Evening,
1578,528,B,2024-03-15 01:00:00,20.99,1,0,3,Mobile,Movie,Horror,Morning,
1579,382,B,2024-03-17 21:00:00,18.17,0,0,0,Mobile,Series,Sci-Fi,Night,No Interest
1580,353,A,2024-01-16 22:00:00,7.57,0,0,1,Mobile,Series,Sci-Fi,Night,No Interest
1581,559,A,2024-02-04 22:00:00,9.51,1,1,3,TV,Movie,Thriller,Night,
1582,114,B,2024-01-25 17:00:00,20.28,1,1,0,TV,Movie,Drama,Evening,
1583,903,A,2024-02-08 23:00:00,13.4,0,0,1,Mobile,Series,Comedy,Night,Playback Error
1584,43,B,2024-02-24 07:00:00,11.69,1,1,3,Laptop,Movie,Action,Morning,
1585,60,A,2024-03-27 06:00:00,10.38,0,0,0,Mobile,Movie,Sci-Fi,Morning,Preview Too Short
1586,197,B,2024-02-02 18:00:00,13.3,1,1,2,Laptop,Movie,Thriller,Evening,
1587,482,A,2024-02-17 07:00:00,6.58,0,0,1,Laptop,Series,Horror,Morning,No Interest
1588,478,A,2024-02-12 12:00:00,15.0,1,1,1,Mobile,Series,Action,Afternoon,
1589,799,B,2024-01-22 04:00:00,10.13,1,0,1,Mobile,Movie,Thriller,Morning,
1590,135,B,2024-02-14 04:00:00,12.79,1,1,1,Mobile,Movie,Sci-Fi,Morning,
1591,983,A,2024-02-28 18:00:00,7.42,1,1,2,TV,Movie,Horror,Evening,
1592,496,A,2024-02-28 20:00:00,17.9,1,0,3,Laptop,Movie,Comedy,Evening,
1593,628,B,2024-02-29 07:00:00,18.03,0,0,2,TV,Movie,Sci-Fi,Morning,UI Confusion
1594,195,B,2024-03-21 22:00:00,12.13,0,0,3,TV,Movie,Drama,Night,No Interest
1595,703,B,2024-03-01 06:00:00,11.97,1,0,2,TV,Series,Sci-Fi,Morning,
1596,584,A,2024-02-10 04:00:00,15.34,0,0,3,TV,Series,Action,Morning,UI Confusion
1597,934,A,2024-01-23 03:00:00,18.31,1,0,5,Mobile,Movie,Horror,Morning,
1598,519,B,2024-03-25 23:00:00,17.3,1,0,1,TV,Movie,Comedy,Night,
1599,547,A,2024-01-20 20:00:00,17.08,1,0,3,Mobile,Series,Sci-Fi,Evening,
1600,599,A,2024-03-04 20:00:00,10.41,1,1,1,Laptop,Series,Drama,Evening,
1601,350,A,2024-03-07 18:00:00,10.56,1,1,4,Mobile,Series,Drama,Evening,
1602,527,B,2024-03-20 05:00:00,23.38,1,1,1,Laptop,Movie,Drama,Morning,
1603,108,A,2024-03-03 01:00:00,5.0,0,0,1,Mobile,Movie,Comedy,Morning,UI Confusion
1604,608,A,2024-02-25 19:00:00,13.26,0,0,2,Laptop,Series,Thriller,Evening,No Interest
1605,617,A,2024-02-22 05:00:00,7.18,1,0,1,TV,Series,Drama,Morning,
1606,529,B,2024-03-08 21:00:00,15.48,0,0,2,Laptop,Series,Sci-Fi,Night,Playback Error
1607,859,A,2024-02-27 17:00:00,11.45,0,0,1,Mobile,Series,Thriller,Evening,Preview Too Short
1608,352,A,2024-01-25 09:00:00,12.01,1,1,3,Mobile,Series,Thriller,Morning,
1609,807,B,2024-01-16 19:00:00,16.91,1,1,2,Mobile,Series,Drama,Evening,
1610,19,A,2024-01-16 09:00:00,5.0,1,1,3,Laptop,Series,Action,Morning,
1611,515,A,2024-01-18 11:00:00,14.91,0,0,2,TV,Series,Horror,Morning,No Interest
1612,594,A,2024-02-26 04:00:00,18.03,0,0,3,TV,Series,Drama,Morning,UI Confusion
1613,781,B,2024-01-19 07:00:00,10.99,1,1,1,Laptop,Movie,Sci-Fi,Morning,
1614,840,B,2024-02-05 10:00:00,24.65,1,1,0,Mobile,Series,Horror,Morning,
1615,146,B,2024-03-06 17:00:00,15.15,0,0,3,TV,Series,Action,Evening,UI Confusion
1616,949,A,2024-03-08 00:00:00,11.32,1,1,1,Laptop,Movie,Action,Morning,
1617,150,B,2024-01-23 01:00:00,15.78,1,0,2,TV,Series,Sci-Fi,Morning,
1618,636,B,2024-03-18 11:00:00,17.72,0,0,1,Mobile,Series,Drama,Morning,Playback Error
1619,597,B,2024-03-14 08:00:00,14.61,1,0,3,Laptop,Series,Drama,Morning,
1620,524,A,2024-02-06 08:00:00,9.26,0,0,3,Mobile,Series,Drama,Morning,No Interest
1621,13,B,2024-01-19 10:00:00,16.42,1,1,0,Laptop,Movie,Comedy,Morning,
1622,718,A,2024-02-05 17:00:00,13.69,1,1,1,TV,Series,Horror,Evening,
1623,910,A,2024-03-28 17:00:00,17.4,0,0,1,Mobile,Movie,Drama,Evening,No Interest
1624,37,A,2024-02-28 18:00:00,8.27,0,0,2,Laptop,Series,Comedy,Evening,Playback Error
1625,619,A,2024-01-23 14:00:00,9.56,1,1,3,Laptop,Series,Thriller,Afternoon,
1626,826,A,2024-03-05 12:00:00,11.9,1,1,3,Mobile,Series,Drama,Afternoon,
1627,323,B,2024-02-04 17:00:00,13.79,1,1,1,TV,Series,Sci-Fi,Evening,
1628,9,A,2024-01-09 06:00:00,9.62,1,1,1,Mobile,Movie,Sci-Fi,Morning,
1629,327,B,2024-01-21 15:00:00,13.41,1,0,3,TV,Movie,Action,Afternoon,
1630,986,A,2024-02-06 05:00:00,17.67,1,0,1,Mobile,Series,Horror,Morning,
1631,82,B,2024-02-28 09:00:00,10.21,1,1,2,Mobile,Series,Drama,Morning,
1632,857,B,2024-03-15 11:00:00,12.98,1,1,0,TV,Movie,Comedy,Morning,
1633,521,A,2024-03-17 19:00:00,13.29,1,1,0,Mobile,Series,Action,Evening,
1634,244,A,2024-02-07 06:00:00,16.42,0,0,1,Mobile,Series,Comedy,Morning,Preview Too Short
1635,767,B,2024-01-09 18:00:00,19.1,1,1,3,Mobile,Series,Action,Evening,
1636,983,A,2024-03-09 06:00:00,10.65,0,0,0,Mobile,Movie,Comedy,Morning,Preview Too Short
1637,857,A,2024-03-09 06:00:00,7.82,1,1,2,Mobile,Movie,Thriller,Morning,
1638,64,A,2024-02-21 05:00:00,13.87,1,0,5,Mobile,Series,Action,Morning,
1639,740,B,2024-03-09 23:00:00,14.38,1,1,2,Mobile,Movie,Thriller,Night,
1640,854,B,2024-02-14 12:00:00,11.44,0,0,2,Mobile,Movie,Horror,Afternoon,No Interest
1641,711,A,2024-01-30 18:00:00,11.29,1,0,1,Laptop,Movie,Drama,Evening,
1642,106,A,2024-03-11 09:00:00,5.0,0,0,3,Mobile,Movie,Sci-Fi,Morning,Playback Error
1643,452,A,2024-02-06 21:00:00,5.0,1,0,0,Mobile,Series,Horror,Night,
1644,621,B,2024-02-20 12:00:00,20.79,1,1,3,TV,Movie,Action,Afternoon,
1645,937,A,2024-01-02 21:00:00,13.07,1,1,4,Mobile,Series,Comedy,Night,
1646,293,B,2024-03-30 15:00:00,9.28,1,1,2,Mobile,Series,Drama,Afternoon,
1647,949,B,2024-03-01 18:00:00,14.91,1,0,2,Mobile,Movie,Action,Evening,
1648,43,B,2024-03-22 02:00:00,10.07,1,0,2,Laptop,Movie,Action,Morning,
1649,793,B,2024-03-05 15:00:00,17.95,1,1,0,Mobile,Movie,Sci-Fi,Afternoon,
1650,292,A,2024-03-24 07:00:00,12.26,0,0,1,Mobile,Series,Horror,Morning,No Interest
1651,322,A,2024-01-15 09:00:00,15.39,1,0,1,Mobile,Series,Comedy,Morning,
1652,980,B,2024-01-30 20:00:00,18.65,1,0,5,Mobile,Movie,Thriller,Evening,
1653,789,B,2024-01-04 14:00:00,18.84,1,1,2,Mobile,Series,Action,Afternoon,
1654,449,B,2024-02-13 17:00:00,19.97,0,0,3,Mobile,Movie,Drama,Evening,Playback Error
1655,56,B,2024-02-06 03:00:00,14.13,1,1,2,Laptop,Series,Comedy,Morning,
1656,293,A,2024-01-04 08:00:00,16.35,1,0,3,TV,Series,Sci-Fi,Morning,
1657,248,A,2024-03-18 23:00:00,10.63,1,0,5,Mobile,Movie,Action,Night,
1658,455,B,2024-03-17 10:00:00,13.51,0,0,3,Mobile,Series,Action,Morning,Playback Error
1659,146,A,2024-03-29 04:00:00,8.98,1,1,3,Mobile,Series,Sci-Fi,Morning,
1660,974,B,2024-03-04 02:00:00,9.53,1,1,2,Mobile,Movie,Sci-Fi,Morning,
1661,861,A,2024-03-30 00:00:00,5.0,1,1,4,TV,Series,Drama,Morning,
